permit,facility,key,permit_outfall,kg_N_TN_per_month,month_year,outfall,state,LATITUDE83,LONGITUDE83,huc8,name,season
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2001-01-31,NY0026131_1,327658.05,2001 Jan,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2001-01-31,NY0026191_1,238847.62,2001 Jan,1,NY,40.801389,-73.879583,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2001-01-31,NY0026239_1,112668.48,2001 Jan,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2001-02-28,NY0026131_1,295034.92,2001 Feb,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2001-02-28,NY0026191_1,213307.94,2001 Feb,1,NY,40.801389,-73.879583,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2001-02-28,NY0026239_1,101142.86,2001 Feb,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2001-03-31,NY0026131_1,327812.7,2001 Mar,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2001-03-31,NY0026191_1,238425.85,2001 Mar,1,NY,40.801389,-73.879583,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2001-03-31,NY0026239_1,111937.41,2001 Mar,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2001-04-30,NY0026131_1,322013.61,2001 Apr,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2001-04-30,NY0026191_1,231986.39,2001 Apr,1,NY,40.801389,-73.879583,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2001-04-30,NY0026239_1,111034.01,2001 Apr,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2001-05-31,NY0026131_1,334532.88,2001 May,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2001-05-31,NY0026191_1,238805.44,2001 May,1,NY,40.801389,-73.879583,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2001-05-31,NY0026239_1,115592.74,2001 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2001-06-30,NY0026131_1,326312.93,2001 Jun,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2001-06-30,NY0026191_1,230653.06,2001 Jun,1,NY,40.801389,-73.879583,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2001-06-30,NY0026239_1,112040.82,2001 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2001-07-31,NY0026131_1,340803.17,2001 Jul,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2001-07-31,NY0026191_1,239002.27,2001 Jul,1,NY,40.801389,-73.879583,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2001-07-31,NY0026239_1,115831.75,2001 Jul,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2001-08-31,NY0026131_1,348999.55,2001 Aug,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2001-08-31,NY0026191_1,239803.63,2001 Aug,1,NY,40.801389,-73.879583,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2001-08-31,NY0026239_1,116956.46,2001 Aug,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2001-09-30,NY0026131_1,336394.56,2001 Sep,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2001-09-30,NY0026191_1,236571.43,2001 Sep,1,NY,40.801389,-73.879583,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2001-09-30,NY0026239_1,114952.38,2001 Sep,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2001-10-31,NY0026131_1,346342.4,2001 Oct,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2001-10-31,NY0026191_1,249096.6,2001 Oct,1,NY,40.801389,-73.879583,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2001-10-31,NY0026239_1,121188.21,2001 Oct,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2001-11-30,NY0026131_1,334176.87,2001 Nov,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2001-11-30,NY0026191_1,244312.93,2001 Nov,1,NY,40.801389,-73.879583,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2001-11-30,NY0026239_1,118639.46,2001 Nov,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2001-12-31,NY0026131_1,341998.19,2001 Dec,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2001-12-31,NY0026191_1,254031.29,2001 Dec,1,NY,40.801389,-73.879583,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2001-12-31,NY0026239_1,121778.68,2001 Dec,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2002-01-31,NY0026131_1,337611.79,2002 Jan,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2002-01-31,NY0026191_1,252962.81,2002 Jan,1,NY,40.801389,-73.879583,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2002-01-31,NY0026239_1,121792.74,2002 Jan,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2002-02-28,NY0026131_1,302425.4,2002 Feb,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2002-02-28,NY0026191_1,229193.65,2002 Feb,1,NY,40.801389,-73.879583,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2002-02-28,NY0026239_1,111453.97,2002 Feb,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2002-03-31,NY0026131_1,340226.76,2002 Mar,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2002-03-31,NY0026191_1,269931.97,2002 Mar,1,NY,40.801389,-73.879583,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2002-03-31,NY0026239_1,129342.4,2002 Mar,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2002-04-30,NY0026131_1,321088.44,2002 Apr,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2002-04-30,NY0026191_1,255782.31,2002 Apr,1,NY,40.801389,-73.879583,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2002-04-30,NY0026239_1,123809.52,2002 Apr,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2002-05-31,NY0026131_1,324761.9,2002 May,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2002-05-31,NY0026191_1,260090.7,2002 May,1,NY,40.801389,-73.879583,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2002-05-31,NY0026239_1,122312.93,2002 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2002-06-30,NY0026131_1,306122.45,2002 Jun,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2002-06-30,NY0026191_1,244897.96,2002 Jun,1,NY,40.801389,-73.879583,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2002-06-30,NY0026239_1,115646.26,2002 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2002-07-31,NY0026131_1,312108.84,2002 Jul,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2002-07-31,NY0026191_1,247437.64,2002 Jul,1,NY,40.801389,-73.879583,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2002-07-31,NY0026239_1,116689.34,2002 Jul,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2002-08-31,NY0026131_1,296643.99,2002 Aug,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2002-08-31,NY0026191_1,243219.95,2002 Aug,1,NY,40.801389,-73.879583,02030102,Bronx,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2002-08-31,NY0026239_1,115283.45,2002 Aug,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2002-09-30,NY0026131_1,285714.29,2002 Sep,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2002-09-30,NY0026191_1,227210.88,2002 Sep,1,NY,40.801389,-73.879583,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2002-09-30,NY0026239_1,106122.45,2002 Sep,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2002-10-31,NY0026131_1,296643.99,2002 Oct,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2002-10-31,NY0026191_1,230566.89,2002 Oct,1,NY,40.801389,-73.879583,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2002-10-31,NY0026239_1,106848.07,2002 Oct,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2002-11-30,NY0026131_1,288435.37,2002 Nov,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2002-11-30,NY0026191_1,228571.43,2002 Nov,1,NY,40.801389,-73.879583,02030102,Bronx,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2002-11-30,NY0026239_1,102040.82,2002 Nov,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2002-12-31,NY0026131_1,303673.47,2002 Dec,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2002-12-31,NY0026191_1,236190.48,2002 Dec,1,NY,40.801389,-73.879583,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2002-12-31,NY0026239_1,104036.28,2002 Dec,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2003-01-31,NY0026131_1,313514.74,2003 Jan,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2003-01-31,NY0026191_1,233378.68,2003 Jan,1,NY,40.801389,-73.879583,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2003-01-31,NY0026239_1,104036.28,2003 Jan,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2003-02-28,NY0026131_1,294603.17,2003 Feb,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2003-02-28,NY0026191_1,209523.81,2003 Feb,1,NY,40.801389,-73.879583,02030102,Bronx,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2003-02-28,NY0026239_1,93968.25,2003 Feb,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2003-03-31,NY0026131_1,336009.07,2003 Mar,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2003-03-31,NY0026191_1,231972.79,2003 Mar,1,NY,40.801389,-73.879583,02030102,Bronx,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2003-03-31,NY0026239_1,104036.28,2003 Mar,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2003-04-30,NY0026131_1,400000,2003 Apr,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2003-04-30,NY0026191_1,255782.31,2003 Apr,1,NY,40.801389,-73.879583,02030102,Bronx,spring
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_2003-04-30,NY0026204_1,474829.93,2003 Apr,1,NY,40.731139,-73.965583,NA,East River,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2003-04-30,NY0026239_1,104761.9,2003 Apr,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2003-04-30,NY0027073_1,82993.2,2003 Apr,1,NY,40.705722,-73.984389,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2003-05-31,NY0026131_1,435827.66,2003 May,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2003-05-31,NY0026191_1,223537.41,2003 May,1,NY,40.801389,-73.879583,02030102,Bronx,spring
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_2003-05-31,NY0026204_1,494875.28,2003 May,1,NY,40.731139,-73.965583,NA,East River,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2003-05-31,NY0026239_1,129342.4,2003 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2003-05-31,NY0027073_1,81541.95,2003 May,1,NY,40.705722,-73.984389,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2003-06-30,NY0026131_1,376870.75,2003 Jun,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2003-06-30,NY0026191_1,250340.14,2003 Jun,1,NY,40.801389,-73.879583,02030102,Bronx,summer
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_2003-06-30,NY0026204_1,492517.01,2003 Jun,1,NY,40.731139,-73.965583,NA,East River,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2003-06-30,NY0026239_1,112925.17,2003 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2003-06-30,NY0027073_1,68027.21,2003 Jun,1,NY,40.705722,-73.984389,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2003-07-31,NY0026131_1,351473.92,2003 Jul,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2003-07-31,NY0026191_1,255873.02,2003 Jul,1,NY,40.801389,-73.879583,02030102,Bronx,summer
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_2003-07-31,NY0026204_1,475192.74,2003 Jul,1,NY,40.731139,-73.965583,NA,East River,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2003-07-31,NY0026239_1,115283.45,2003 Jul,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2003-07-31,NY0027073_1,47800.45,2003 Jul,1,NY,40.705722,-73.984389,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2003-08-31,NY0026131_1,340226.76,2003 Aug,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2003-08-31,NY0026191_1,283990.93,2003 Aug,1,NY,40.801389,-73.879583,02030102,Bronx,summer
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_2003-08-31,NY0026204_1,469569.16,2003 Aug,1,NY,40.731139,-73.965583,NA,East River,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2003-08-31,NY0026239_1,118095.24,2003 Aug,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2003-08-31,NY0027073_1,36553.29,2003 Aug,1,NY,40.705722,-73.984389,NA,East River,summer
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2003-09-30,NY0026131_1,367346.94,2003 Sep,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2003-09-30,NY0026191_1,219047.62,2003 Sep,1,NY,40.801389,-73.879583,02030102,Bronx,fall
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_2003-09-30,NY0026204_1,474829.93,2003 Sep,1,NY,40.731139,-73.965583,NA,East River,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2003-09-30,NY0026239_1,114285.71,2003 Sep,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2003-09-30,NY0027073_1,50340.14,2003 Sep,1,NY,40.705722,-73.984389,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2003-10-31,NY0026131_1,393650.79,2003 Oct,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2003-10-31,NY0026191_1,243219.95,2003 Oct,1,NY,40.801389,-73.879583,02030102,Bronx,fall
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_2003-10-31,NY0026204_1,524399.09,2003 Oct,1,NY,40.731139,-73.965583,NA,East River,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2003-10-31,NY0026239_1,123718.82,2003 Oct,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2003-10-31,NY0027073_1,43582.77,2003 Oct,1,NY,40.705722,-73.984389,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2003-11-30,NY0026131_1,371428.57,2003 Nov,1,NY,40.787833,-73.919139,NA,East River,fall
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2003-11-30,NY0026191_1,254421.77,2003 Nov,1,NY,40.801389,-73.879583,02030102,Bronx,fall
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_2003-11-30,NY0026204_1,458503.4,2003 Nov,1,NY,40.731139,-73.965583,NA,East River,fall
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2003-11-30,NY0026239_1,123809.52,2003 Nov,1,NY,40.797583,-73.841056,02030102,Bronx,fall
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2003-11-30,NY0027073_1,50340.14,2003 Nov,1,NY,40.705722,-73.984389,NA,East River,fall
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2003-12-31,NY0026131_1,390839,2003 Dec,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2003-12-31,NY0026191_1,283990.93,2003 Dec,1,NY,40.801389,-73.879583,02030102,Bronx,winter
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_2003-12-31,NY0026204_1,478004.54,2003 Dec,1,NY,40.731139,-73.965583,NA,East River,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2003-12-31,NY0026239_1,140589.57,2003 Dec,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2003-12-31,NY0027073_1,53424.04,2003 Dec,1,NY,40.705722,-73.984389,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2004-01-31,NY0026131_1,423174.6,2004 Jan,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2004-01-31,NY0026191_1,272743.76,2004 Jan,1,NY,40.801389,-73.879583,02030102,Bronx,winter
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_2004-01-31,NY0026204_1,473786.85,2004 Jan,1,NY,40.731139,-73.965583,NA,East River,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2004-01-31,NY0026239_1,144807.26,2004 Jan,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2004-01-31,NY0027073_1,61859.41,2004 Jan,1,NY,40.705722,-73.984389,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2004-02-29,NY0026131_1,423492.06,2004 Feb,1,NY,40.787833,-73.919139,NA,East River,winter
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2004-02-29,NY0026191_1,257777.78,2004 Feb,1,NY,40.801389,-73.879583,02030102,Bronx,winter
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_2004-02-29,NY0026204_1,444535.15,2004 Feb,1,NY,40.731139,-73.965583,NA,East River,winter
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2004-02-29,NY0026239_1,118367.35,2004 Feb,1,NY,40.797583,-73.841056,02030102,Bronx,winter
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2004-02-29,NY0027073_1,52607.71,2004 Feb,1,NY,40.705722,-73.984389,NA,East River,winter
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2004-03-31,NY0026131_1,430204.08,2004 Mar,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2004-03-31,NY0026191_1,288208.62,2004 Mar,1,NY,40.801389,-73.879583,02030102,Bronx,spring
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_2004-03-31,NY0026204_1,513151.93,2004 Mar,1,NY,40.731139,-73.965583,NA,East River,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2004-03-31,NY0026239_1,144807.26,2004 Mar,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2004-03-31,NY0027073_1,43582.77,2004 Mar,1,NY,40.705722,-73.984389,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2004-04-30,NY0026131_1,402721.09,2004 Apr,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2004-04-30,NY0026191_1,280272.11,2004 Apr,1,NY,40.801389,-73.879583,02030102,Bronx,spring
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_2004-04-30,NY0026204_1,489795.92,2004 Apr,1,NY,40.731139,-73.965583,NA,East River,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2004-04-30,NY0026239_1,146938.78,2004 Apr,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2004-04-30,NY0027073_1,50340.14,2004 Apr,1,NY,40.705722,-73.984389,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2004-05-31,NY0026131_1,397868.48,2004 May,1,NY,40.787833,-73.919139,NA,East River,spring
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2004-05-31,NY0026191_1,328979.59,2004 May,1,NY,40.801389,-73.879583,02030102,Bronx,spring
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_2004-05-31,NY0026204_1,470975.06,2004 May,1,NY,40.731139,-73.965583,NA,East River,spring
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2004-05-31,NY0026239_1,149024.94,2004 May,1,NY,40.797583,-73.841056,02030102,Bronx,spring
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2004-05-31,NY0027073_1,50612.24,2004 May,1,NY,40.705722,-73.984389,NA,East River,spring
NY0026131,NYCDEP - WARD'S ISLAND WPCP,NY0026131_1_2004-06-30,NY0026131_1,370068.03,2004 Jun,1,NY,40.787833,-73.919139,NA,East River,summer
NY0026191,NYCDEP - HUNT'S POINT WPCP,NY0026191_1_2004-06-30,NY0026191_1,258503.4,2004 Jun,1,NY,40.801389,-73.879583,02030102,Bronx,summer
NY0026204,NYCDEP - NEWTOWN CREEK WPCP,NY0026204_1_2004-06-30,NY0026204_1,454421.77,2004 Jun,1,NY,40.731139,-73.965583,NA,East River,summer
NY0026239,NYCDEP - TALLMAN ISLAND WPCP,NY0026239_1_2004-06-30,NY0026239_1,122448.98,2004 Jun,1,NY,40.797583,-73.841056,02030102,Bronx,summer
NY0027073,NYCDEP - RED HOOK WPCP,NY0027073_1_2004-06-30,NY0027073_1,39455.78,2004 Jun,1,NY,40.705722,-73.984389,NA,East River,summer
